201,28.12.2021 20:40,Otago Volts,Auckland Aces,,,,,,,,,,
201,29.12.2021 20:40,Central Stags,Northern Districts Knights,,,,,,,,,,
201,30.12.2021 20:40,Central Stags,Canterbury Kings,,,,,,,,,,
2021,27.12.2021 20:40,Otago Volts,Wellington Firebirds,166,7,20,170,5,19.2,8.30,8.79,Wellington Firebirds,5 wickets
2021,25.12.2021 23:40,Canterbury Kings,Otago Volts,173,6,20,137,8,20,8.65,6.85,Canterbury Kings,36 runs
2021,23.12.2021 20:40,Wellington Firebirds,Auckland Aces,121,8,20,134,9,20,6.05,6.70,Auckland Aces,13 runs
2021,23.12.2021 00:40,Northern Districts Knights,Canterbury Kings,108,9,20,107,10,17.2,5.40,6.17,Northern Districts Knights,1 wicket
2021,19.12.2021 20:40,Auckland Aces,Northern Districts Knights,92,10,17.2,93,4,15.1,5.31,6.13,Northern Districts Knights,6 wickets
2021,18.12.2021 19:40,Wellington Firebirds,Canterbury Kings,151,9,20,157,4,16.3,7.55,9.52,Canterbury Kings,6 wickets
2021,17.12.2021 20:40,Central Stags,Otago Volts,180,4,20,127,10,16.5,9.00,7.54,Central Stags,53 runs
2021,17.12.2021 00:40,Northern Districts Knights,Auckland Aces,167,6,17.5,165,10,19.5,9.36,8.32,Northern Districts Knights,4 wickets
2021,11.12.2021 19:40,Otago Volts,Northern Districts Knights,151,7,19.4,146,8,20,7.68,7.30,Otago Volts,3 wickets
2021,10.12.2021 00:40,Canterbury Kings,Central Stags,172,8,20,125,10,20,8.60,6.25,Canterbury Kings,47 runs
2021,04.12.2021 20:40,Wellington Firebirds,Central Stags,176,7,20,190,4,20,8.80,9.50,Central Stags,14 runs
2021,27.11.2021 19:40,Otago Volts,Central Stags,184,4,20,185,5,19,9.20,9.74,Central Stags,5 wickets
2021,26.11.2021 00:40,Canterbury Kings,Wellington Firebirds,150,9,20,177,7,20,7.50,8.85,Wellington Firebirds,27 runs
